Unnamed: 0,Emotion,Sentence
294,Disgust,cứ chiếu mấy bộ phim thế này bảo sao tụi nhỏ không chịu học
824,Other,khi bạn thật lòng với ai đó . nhưng người_ta coi bạn như 1 trò_đùa
1004,Disgust,cái dân mê_tín ngu_si làm_giàu cho tiệm vàng
947,Other,khi nào tao nhìn con xò lông bánh_bèo mà tao không mắc ói . thì khi đó tao lấy
932,Other,tuy hơi fail 1 chút nhưng rất có năng_khiếu lớn lên không_chừng làm ca_sĩ ấy chứ đừng đùa
1758,Enjoyment,ai cũng nói tao đẹp troai . hiền_lành nhưng chưa biết lúc tao lên_cơn 😂 😂 😁
890,Other,lúc đầu tao còn tưởng thật ấy chứ
18,Enjoyment,người_ta thật_thà phết
1659,Surprise,"loại bi này ngon quá , vừa uống"
1406,Other,"kết_hôn xong , anh thuê người giết cô để lấy tiền bảo_hiểm_😌"
64,Disgust,bọn chưa tiến_hoá hết này . cặn_bã
338,Disgust,phim như shits ức_chế như lien quan trẻ trâu
814,Disgust,"có vẻ coi lòng tự_trọng , nhân_cách , và tinh_thần của người_ta rẻ_mạt . ngồi_tù 7 năm đáp lại 1 lời xin_lỗi và 200tr . 😩"
1100,Disgust,nghe lần 3 đéo thấy hay
987,Disgust,đống góp_ý_kiến gì mà tằm với tàu không hà
124,Fear,các mày trốn đi bọn chủ_tịch đang đến kìa 😨
420,Anger,tao sẽ lấy hết tất_cả các nick clone tao có phẫn_nộ cái vid này 🙂
1287,Sadness,rồi nhận ra chỉ mình là cảm_thấy như thế thôi hả : (
803,Sadness,nốt hôm_nay thui . thui không ngĩ đến và bắt_đầu_từ_bỏ 1 thói_quen
862,Enjoyment,cưng hết_sức nà
233,Disgust,"nhìn là biết sapa rồi , thế cũng đố"
924,Disgust,"đúng kiểu tham_lam mà tài_năng thì có_hạn , miệng thì bảo sợ ông vũ làm sạt_nghiệp trung_nguyên nhưng bản_thân trước đó lại làm lỗ của công tình_yêu 1700 tỉ , mụ đàn_bà mặt_dày"
458,Enjoyment,thằng này cho vợ đi_cầu này để giảm cân nhá 🤣 🤣
1306,Sadness,tao đau_lòng quá
1596,Anger,dume tao vừa mất 2 phút nhãm nhất cuộc_đời tao 😒
207,Other,tao mà nhậu xong đi cái đường này xác_định
13,Anger,thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ = ) ) cứ tưởng thế_là vui 🙂 súc_vật
1776,Surprise,thằng nào quảng_cáo xe vãi_thế
417,Sadness,mẹ mắng lúc sáng sớm là xui cả ngày : (
383,Disgust,cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không
890,Other,thằng này tập gym xong để đi nhảy thế này à 😂
1832,Enjoyment,tao tưởng_tượng sau_này sẽ có 1 thằng bồ vừa điên vừa ngáo giống tao . . chắc vui hết sảy 🤣
29,Fear,từ đầu năm giờ chắc chụp 10 lần rồi huhu sợ quá 😭
1546,Enjoyment,bình_yên thật
339,Fear,"đồng_nghiệp tốt , chị_em tốt đi làm như đi chơi : ) ) chứ làm cùng với mấy con mlz đáng sợ lắm : ) )"
111,Fear,rơi mất tim . nguy_hiểm_thiệt ^ ^
732,Enjoyment,thằng này đúng là hồi tđ vẫn một rổ cười mỗi ngày ha = )
326,Fear,"thằng này thấy chế thủ sẵn hộp mặt_nạ rồi thì phải . tim em mong_manh lắm , đừng để em hoạng sợ nhá chị ? ?"
1658,Surprise,cây tre có tận trăm đốt luôn hả ?
492,Other,không nghe lời vợ mới là mấu_chốt : )
1706,Surprise,thế đéo nào lại ra được nhỉ ? ?
733,Other,cho em hỏi phim ra tập mới vào những hôm nào ạ
776,Enjoyment,minh biết nữa ne
481,Anger,suốt ngày bị chửi ? ?
465,Sadness,một sinh_vật xinh_đẹp và hiền_lành . tiếc cho nó quá
1089,Sadness,thằng này : ) không bù cho nhũng người như cta
1905,Surprise,anh thật máu_lửa 🤣
152,Other,xuống đi nó không cắn đâu
1800,Surprise,"á đù , thằng này ạ , chị_em mềnh vừa làm thế"
362,Anger,"bố đã làm gì mày đâu , con chó này = ) )"
696,Enjoyment,"thích hôn , thèm hôn ư ư ."
446,Anger,nó bướng vãi . cứ làm theo ý mình
472,Anger,nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái
1654,Anger,"nhìn mặt đã thấy hãm , mọi người chửi bỏ_mẹ con_mẹ phụ_huynh đi"
315,Enjoyment,gắn_bó thời sinh_viên nè
1748,Surprise,"như mình mà trèo lên là bị phóng_điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị"
555,Other,sớm chút nữa có_lẽ đã khác rồi đúng không ?
1213,Enjoyment,thằng này một thời nè 😃
1055,Enjoyment,chỉ cần thích cái là muốn rụng tim
223,Fear,"tại như_vầy nên bố tao không cho đi cùng . cụ bảo có năm còn lăn cả xuống ruộng , trèo lên mái nhà của người_ta để đi ? ?"
384,Anger,bà này khác gì lũ đa_cấp đi lừa_đảo đâu sao không cho vô tù
1292,Enjoyment,bộ phim việt lần đầu xem thấy hay cảnh quay đẹp ! !
1680,Surprise,"lúc đầu còn tưởng quảng_cáo rạp chiếu_phim , pr về mức_độ đầu_tư của rạp phim , ai_ngờ = ) )"
1002,Enjoyment,nghe có trà sữa là thích rồi
5,Enjoyment,thằng này ồ_ồ chân_chính chạnh_lòng rồi 😂
999,Sadness,địt_mẹ vừa đi ép lại kính xong giờ tan con_mẹ nó cái kính rồi 200k của bà mày đấy !
1036,Enjoyment,ui cưng quá
1831,Disgust,cắt tóc rồi mặt như con_heo
400,Other,giết người quá rồi giờ phải đi tù chứ : )
258,Fear,"hòi nhỏ nhà ngoại bị rượt muốn chết , sợ tới giờ 😭 😭"
1299,Sadness,khổ_thân vãi : ) ) xong bà lườm luôn : ) )
227,Other,mình chỉ quan_tâm cái quần bạn chồng mặc màu hường hình cô gái ?
877,Disgust,"tao bảo 99 , 9 % là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi_vậy khi còn bé . h thì bình_thường nhưng nghĩ_lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo_dục là miệt_thị . không đồng_ý"
1688,Anger,dkm bọn này thất_đức thật
1673,Surprise,đấy có phải con_người không nhỉ ? mà sao lại làm thế
1271,Sadness,tanh_bành cuộc_đời rồi
16,Other,bởi đi mua cái gì cũng phải chọn chỗ uy_tín
592,Enjoyment,"có bài hát "" cuộc_đời vẫn đẹp sao , tình_yêu vẫn đẹp sao """
610,Enjoyment,tôi đã xem đi xem_lại 3 lần và xem_lại lần hai mới hiểu hết nội_dung và thấy hay hơn khi xem_lại lần 3 . ai chưa xem hãy vào xem thử 2 lần !
750,Other,đắt quá thôi không ly_hôn nữa
128,Fear,nếu là tao thì nhảy cẩng lên chuẩn mẹ rồi : ) ) má nhìn trong hình tưởng ma thật ở ngoài đéo biết như lào luôn ớ
1654,Enjoyment,tôi đã giữ lại mấy cái giấy note đã ghi_chú khi nào kiểm_tra = )
244,Fear,thứ mà dễ_dàng qa cũng nguy_hiểm
89,Fear,thằng này không cho anh đi tập đâu nha mất bồ như_chơi
246,Disgust,loại dâm_ô nam sinh này cần phải tử_hình để làm_gương cho người khác .
627,Disgust,"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi"
1675,Surprise,"trời_ơi , tin được không ?"
1625,Enjoyment,mẹ thấy đơn_giản không ? đấy giờ chỉ việc lên số cái . lên . ☝ ️ ☝ ️
1325,Disgust,"phim này xem nam chính thôi . nữ chính diễn chán vãi lúa lắm lúc tụt hứng lắm . giận không ra giận , vui không ra vui ."
196,Enjoyment,ha_ha chịu không nổi luôn !
341,Disgust,không phải ai cũng vậy nên đừng thấy mập rồi tưởng mình hát hay 😌
11,Enjoyment,nó mới ghé nhà tao đây : ) )
117,Enjoyment,người_ta kê bàn ghế ra chả nhẽ lại vẫn nằm đất để nhìn mông người khác ngồi : ) pha xử_lý rất cao_tay
1476,Enjoyment,bài này hay tuyệt_vời đấy ❤ ️
1866,Enjoyment,"nói gì , em_trai tao cắt tóc xong là tao đè nó ra chụp hình . cảm_thấy nó cắt tóc xong là đứa nào chứ không phải em tao = )"
1083,Enjoyment,thằng này phim này thấy trailer hấp_dẫn ghê_😁
1740,Surprise,wow không thê tin được bô mong tay day thât kinh
1399,Enjoyment,đem người đó ra biển cho biển cuốn đi lun . . hihii
828,Disgust,dạo này cứ đổ_vỡ nhây nhớp là hấp_dẫn cư_dân mạng à : ) ) tao thấy đéo đến mức buồn quá
1727,Disgust,nát xe lại còn phải đền cho cánh cửa toa tàu nữa . dốt thì chết
1245,Anger,chưa đâu . nó mang bánh gato vào xong bôi đầy tường mới là cả một rổ của sự hloz
1247,Enjoyment,có chị_em nào khu_vực loc đi coi cùng mình không .
565,Other,sống chậm lại và yêu_thương nhiều hơn các bạn ạ
330,Fear,thằng này ê tao với mày mà đi cái cầu này chắc rớt ngay bước_đầu quá 😢 😢 đã mặp rồi chân lùn nữa đi qua bằng niềm tin
622,Other,nhìn phiêu thật chắc nhẹ mất mấy cân một bên tai 😂
466,Other,thằng này xem cái này đi tao coi phần 1 rồi này phần 2 tiếp nè
362,Fear,ăn vào lại thức dậy ở một nơi xa thì bỏ_mẹ : ) )
235,Other,nhớ cái váy với bộ tóc chấm bi đen trắng của anh huy ghê
182,Fear,đm hú_hồn
1925,Disgust,con_gái thật lòng nhất khi con_trai không có gì . con_trai thật lòng nhất khi anh ta có tất_cả mọi thứ . cuộc_sống mà 🙄 có chắc mình thấy gái xinh là không tớn lên không mà đòi con người_ta không mê tiền . phát_biểu nghe thực_dụng vãi
581,Anger,"trung_thu là ngày cho trẻ_em chứ đéo phải ngày tạo ra trẻ_em nhé . dume bọn có gấu tém tém lại , kiểm_tra xem có thêm cái sừng nào không ?"
1909,Anger,mất trật_tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ_huynh vô nói trao_đổi có cần phải bắt quỳ trước lớp z không như z khác_nào chà_đạp lòng tự_trọng của nó .
694,Other,câu này thấy sai sai
1192,Enjoyment,đụ_mẹ cười ỉa ?
39,Other,chưa chia_tay nữa mà còn khó đây
690,Sadness,đoạn cuối hình_như nó khóc
1008,Disgust,"biết có người binh mà mới chửi lại đó , con hư tại mẹ thui"
156,Fear,thằng này kinh_dị thấy mệ luôn nè
1219,Enjoyment,hài_hước . bếp dầu một thời ta hay nấu đây nè
1666,Enjoyment,một bài dịch hay
1427,Enjoyment,hãy cảm_ơn vì chúa đã ban em cho chị 😂 😂
204,Disgust,lũ bảo_vệ nhìn vô_dụng nhỉ : v quanh đó có gì xảy ra còn del biết thì làm bảo_vệ làm cái gì ?
287,Fear,tí nữa vợ nó vắt chân lên cổ bò thì hú_hồn
542,Other,với tôi là gia_đình và sự hận_thù .
598,Disgust,có mà thần_kinh hơn ấy 😑
1917,Surprise,sao chúng_nó dã_man thế nhỉ
1613,Surprise,thằng này lật kèo luôn à ? ?
452,Anger,đồ điên . quét đéo được thì lấy máy hút bụi hút mẹ hết đi . hét hét cái lol gì = )
488,Enjoyment,"cái lò huyền_thoại nè thằng này , lúc mình ở chung đó"
1884,Disgust,ăn mà không biết dọn .
1197,Disgust,thằng này đồ ảo_tưởng
237,Fear,"chúng_mày nhìn , tao nuốt cũng không xuống nổi , ông_địa"
466,Anger,"mỗi lần như thế tao chửi , mà bọn nó xem đó là trò_đùa mày ạ , càng chửi càng cười"
1768,Surprise,lông chân mọc nhanh thế : ) )
1585,Enjoyment,rất có tố_chất . liên_đoàn xe_đạp việt nam có_thể liên_hệ để đào_tạo được đấy
541,Anger,tao cho mẹ tao xem và đã bị ăn vả . đéo hiểu vì_sao
1051,Other,"anh biết em có nhiều chuyện , nhưng việc trước_mắt là em nộp phạt đã , nếu không xe em sẽ bị thu vào đồn"
1199,Sadness,cay_đắng cuộc_đời 😞 một_chút vị mặn của mồ_hôi nước_mắt
1868,Surprise,khi bạn bỗng_nhiên nhận ra rằng có những bài hát phù_hợp với từng khoảnh_khắc riêng bên người đó : )
409,Sadness,chắc là vì em . . đi lấy chồng 😥
1138,Other,bác nói vậy thì tao cũng quì
622,Anger,lại cái_trò đéo cho đỗ ?
908,Enjoyment,tao cười đấy . thế tao thả haha nhé . mà dume đấy là cháu tao . thế bây_giờ không có icon vừa khóc vừa cười à : ] ]
1865,Surprise,ăn gì khôn_thế
693,Disgust,"chạy xe ra đường mà che_kín mặt , làm_sao mà quan_sát xung_quanh được . đúng là ninja xành điệu , mai_mốt thành ninja bàn_thờ cho mà xem ."
1725,Enjoyment,xem video nay sao mà sướng hết thằng người
1412,Enjoyment,"thằng này thể_loại mới nè , có vẻ phê"
1653,Fear,đã nguy_hiểm_vậy sao không_hủy mà bán 0 . 0
891,Other,chợt nhận ra mình chưa từng thích thầm ai trong lớp
1728,Disgust,ngu quá là ngu đậu xe gì mà sát đường_ray tàu_hoả thế chứ . ? quả này người_ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu . . ?
152,Fear,"thằng này tặng quà_cáp gì tặng hộp nhỏ thôi nha . đi hát_hò gì đừng đem thùng quà to như_vậy nha , nó biết nó nhổ trụi lông nó ngắt mép chết đó : ( ("
808,Sadness,tiền nhiều để làm gì ? để rồi lại chia_ly
1687,Enjoyment,nước_ngoài có đầy mà : ) )
1829,Enjoyment,tao rất thích nhạc trung từ giai_điệu đến ý_nghĩa rất hay 😁
1832,Disgust,mày lười vãi lol
1455,Disgust,tao mệt chúng_mày quá
1541,Sadness,mình cũng có con mèo đực nuôi được 1 năm thì nó biệt_tích 1 năm sau nó về rồi 1 năm sau thì nó mất . buồn
838,Sadness,lâu quá rồi mới nghe lại bài này . từ lúc ctay mối tình đầu : ( (
387,Enjoyment,một bộ phim rất đáng xem ! !
396,Other,hình_như xe biển xanh
312,Enjoyment,"đêm hôm coi lại , cười mún rụg rún"
1749,Enjoyment,thằng này có sub rồi nè . má coi đi coi lại vẫn mắc cười . với đưa anh stk đi
166,Disgust,cho đáng_đời con quỷ . về nhà lôi con nhà mày ra mà đánh 😡
1418,Enjoyment,hihi lâu lắm rùi mới thấy nó
947,Enjoyment,thằng này my nè hài_hước
472,Anger,nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái
141,Fear,đm chơi mất_dạy vãi . tưởng khúc cuối là gì dume làm giật_mình 😒
1367,Enjoyment,con bé xinh thế ? ?
985,Other,cậu nhỏ có tăng lên không 🧐
718,Enjoyment,thằng này em cười mệt quá = )
128,Enjoyment,thằng này thần_thái còn phải thua haha
582,Sadness,ôi không đừng vậy_mà : ( (
420,Anger,tao sẽ lấy hết tất_cả các nick clone tao có phẫn_nộ cái vid này 🙂
63,Enjoyment,nhìn nó cưng quá
1715,Disgust,"thằng tàu_hoả lái dở , thấy xe đậu thì đánh lái né ra đường_ray thi đâu có va_chạm hư ô_tô"
1123,Sadness,mỗi mùa trung_thu đến nhìn người_ta mua bánh tặng nhau mình lại thấy chạnh_lòng ! 😞
831,Enjoyment,có ai thừa biết nó sẽ nhảy vào điện_thoại nhưng cuối_cùng là vẫn giật_mình không 🤣
126,Fear,má tao coi mà cứ sợ nó bay ra 😌 😌
226,Fear,chắc từ giờ tao đéo giám_ho nữa quá .
718,Other,cụ í đỗ sai thì mợ cứ báo chính_quyền thôi
1045,Disgust,con mụ đen sai còn già_mồm .
1072,Sadness,nhớ gia_đình nhỏ nhiều lắm … mà không được về thăm
39,Disgust,bẩn bựa vlon 😤
866,Other,nhìn bọn có người_yêu khổ chưa kìa .
1748,Surprise,"như mình mà trèo lên là bị phóng_điện luôn bạn nhỉ , mình cũng không hiểu được sao bọn nó không bị"
1792,Enjoyment,diễn_viên có cá_tính hay nhât từng xem
1438,Anger,con mèo khốn_nạn dám bóp vếu vợ tao à 😡
743,Other,thay_đổi chóng_mặt
209,Enjoyment,thằng này anh tải cái này về cho thằng này học nè . thú_vị ghê
714,Other,thằng này đừng_luyện ngôn tình nữa . . chờ cái này xem đi 😂
1775,Disgust,"cứ đem lửa than , nước chay , sau đó cắt ngay ra ăn chấm muối là ngon , vẽ_chuyện kiến với chả ong ."
1396,Enjoyment,nghe mát_lòng mát gan thế ?
457,Sadness,dù cậu làm tôi tổn_thương mỗi ngày nhưng chả hiểu sao vẫn thương cậu
1945,Surprise,đoạn phim thôi mà ý_nghĩa_thế
368,Fear,nổii da_gà hic
1781,Surprise,nước_ngoài cái gì cũng to kể_cả sinh_vật
1615,Enjoyment,mang anh này về nhà luôn được không 😻
1645,Enjoyment,cười muốn tắt_thở 😂
1485,Disgust,kém sang
1608,Surprise,thằng này . ủa sao giống răng anh vậy
230,Other,"có hay không là ở nơi ta , đời không thú_vị nhưng ta lại thấy thú_vị khi được sống ở đời"
964,Other,chờ một ngày tao ưu_tú rồi mọi thứ sẽ tự tìm đến với ta
276,Anger,bo ̣ n na ̀ y cho đi_tu ̀ hê ́ tao
1617,Surprise,? tpbank đang ở đâu thế kia ? ? sao lương mình thế này .
426,Enjoyment,bác này nói hay
411,Sadness,tại vì anh trót nói lời thương em mà em không đáp lại
984,Other,chắc phải đi một chuyến thôi : 3
1131,Enjoyment,thằng này = ) haha
1902,Surprise,đm y chang mẹ tao chửi tao luôn : )
62,Other,"nghe được đó , ảnh_hưởng tới môi_trường là phải cấm"
939,Sadness,"dăm_ba cái thể_hiện tình_cảm này ngày_xưa tao đầy , nhưng từ ngày cưới xong đi qua đường chắc chồng tao rơi mất não nên chưa thấy lặp lại bao_giờ . 😌"
1276,Sadness,"những thứ tưởng_chừng_như rất đẹp nhưng kbh được trọn_vẹn , cuối_cùng để lại chỉ là những kỉ_niệm đã từng : ) )"
236,Disgust,thả chó rông không rọ_mõm cắn người là tội_ác
1747,Disgust,ai cũng vậy thôi con rắn mình đánh nó thì nó chạy chứ làm quá thì nó cũng quay đầu lại cắn . đó là quy_luật cuộc_sống . đừng thấy tao im mà làm_tới
1784,Surprise,ủa chuyển_biến bất_ngờ_vậy
209,Fear,"ôi dume giật nảy mình , tí thì rơi điện_thoại"
1214,Anger,"trung_thu là tết thiếu_nhi , yêu đường gì liên_quan ở đây . . gấu với chả bò"
1512,Anger,bọn óc vật 🙂 đụng vào con_cháu nhà tao thử
1531,Enjoyment,đáng yêu phết nhể
1809,Surprise,không hiểu tại_sao bản_thân có_thể chịu_đựng được
437,Sadness,hôm_nay anh xin_lỗi em về những việc anh đã làm hôm_nay . . anh không_thể kiểm_soát não anh được nữa rồi 🤫
1783,Disgust,nhìn biến_thái kinh_khủng .
769,Enjoyment,tầm tuổi này . họ không còn những áp_lực cuộc_sống nữa . mà chỉ còn thứ tình_cảm_gắn_bó với họ từ những ngày khó_khăn nhất . ngưỡng_mộ và ước được chút phúc_đức của ông_bà
425,Anger,lâu lắm rồi mà gio mới xử_phạt
1845,Anger,con mèo mặt lol dám đập con thỏ của tao sao 😡 . dkm mày
895,Sadness,yêu làm mẹ gì rồi phải chia_tay người ơi
445,Enjoyment,mắt 2 mí dễ_thương quá
1881,Surprise,ngạc_nhiên đấy
643,Sadness,thằng này ly trà_sen của anh đem qua có ngày nó thành như v đó 😭 😭 hức hức .
1349,Disgust,chết mẹ mày đi ; ) không làm được thì nghỉ nhé . kiếm đồng_tiền của bố dễ à k
525,Sadness,"vợ người_ta chưa bao_giờ làm tôi thất_vọng , còn vợ tôi thì . đi hết 1 / 3 cuộc_đời rồi vẫn chưa tìm thấy 😓"
266,Fear,sợ_thế
1222,Anger,và thế đéo nào chúng_nó toàn gọi mình là thằng 😏
718,Other,bé giỏi toán quá nên cô_giáo mất_dạy luôn
89,Fear,thằng này không cho anh đi tập đâu nha mất bồ như_chơi
1090,Disgust,kinh vãi
316,Anger,xin lô ̃ i chư ́ tao te ́ ma ̀ thă ̀ người lz camera quay câ ̣ n mă ̣ tao như thê ́ thi ̀ tao đe_́ o đa ́ không_đâu
425,Sadness,chuyển từ thất_tình sang muốn chết vì quá chán : ( (
554,Enjoyment,giận lại là cách giải_quyết nhanh nhất . để khẳng_định là mình luôn đúng 😃
91,Fear,dume nghe kể mà đau cổ_họng vãi : )
1726,Enjoyment,chẳng hiểu sao tao cười sặc_sụa
1487,Anger,loại mất dậy
534,Enjoyment,lò vi_sóng đó hjhj
953,Enjoyment,"thằng này chị mày đánh_lộn từ đầu làng đến cuối xóm thì cần chi bọn con_trai , nhưng nhìn bọn nó dễ_thương hén"
807,Other,thằng này mày cũng có tình_yêu từ nơi đây phải không ?
582,Other,"con_gái mình chỉ vì đến bữa không chịu xuống ăn cơm , cứ du rú trong phòng nên bị bố quát xuống ăn cơm thôi , thế_mà nó còn lầm_lì vì bị mắng oan đấy"
1852,Surprise,sao nhiều thằng cưa bàn giống tao_vậy ? ?
564,Anger,để 1 ngày là khó_chịu rồi
971,Disgust,"mất nhân_tính ( tiền không phải tất_cả , nhưng làm tất_cả vì tiền )"
756,Other,sau_này mình có được như_vầy không nhỉ 😊
1799,Surprise,vậy cũng được luôn hả ? 😄
616,Sadness,một_mình tao ăn hết 1 nồi lẩu từ lúc tối 😭
1295,Enjoyment,"trải qua một cuộc bể_dâu , rồi bể ong ? lót dép hóng : v"
32,Fear,"con này còn hại hơn cả ốc_bươu_vàng . cấm nhanh còn kịp , để nó ra ngoài thì chỉ có người nông_dân thiệt thôi"
1280,Disgust,mà nó đéo ' quan_tâm thì càng đừng nghĩ nó thích mình nha : vậy
1860,Anger,tôi đập cho toè cái mỏ lun nha
1216,Sadness,dẫu hiên_ngang giữa đất trời gặp con vợ đểu thì đời cũng xong
799,Enjoyment,họ vui là được rồi : )
204,Fear,sợ nhất con quỷ này trên đời
276,Enjoyment,con đáng yêu quá
1166,Sadness,đồng cảnh_ngộ : (
1699,Anger,công tình_yêu làm_ăn kiểu lồn gì vậy .
1833,Surprise,trẻ_con bao_giờ ga_lăng sớm thế nhỉ ? ! hồi mình bằng bọn này đuổi đánh nhau hỡi chết : )
320,Fear,"xã_hội thật phức tợp , huhu . không muốn sống chung loài_người nữa , tao về núi đây"
337,Fear,tao gặp quả này thì bỏ xe mà chạy ? ?
1914,Enjoyment,hồi xưa còn bị vén tà áo_dài nằm lên bàn rồi đánh . chứ quỳ thế này có là gì đâu . giờ mới thấy cảm_ơn thầy cô vì hồi đó đã như_vậy .
1362,Enjoyment,phim cực hay và cực cảm_động_lòng người
1206,Anger,đù . bọn nuôi chó mà ve_còn không bắt được cho nó thì đừng nên nuôi . bực
1799,Disgust,"lạy mấy ba mấy má , con người_ta đã làm video giải_trí cho mấy ba mấy má coi rồi , dume mở_miệng ra là bảo người_ta sân si , vô_duyên vửa thôi"
1362,Disgust,"mấy bạn nào có ý_định tổ_chức sn nv thì tém tém lại síu đi , nếu thích tổ_chức sn kiểu nv ở đâu cũng vậy khi ra về làm_ơn bo cho nv dọn phòng đó 200 300k gì đó cho có_tình người síu nha_😂"
1215,Enjoyment,hahah tao chưa nghe hoàn_chỉnh bài này lần nào
1685,Disgust,"chẳng bao_giờ nhà_bếp nó nấu đồ ngon cả , toàn thiu thối hoặc kém chất_lượng nó mua về làm mới có lãi . trước làm với nhật nó còn bắt làm cho nó như cho công_nhân ăn thì thời_gian đầu được , đến khi đổi giám_đốc là đéo nuốt nổi nữa"
374,Fear,thấy hơi sợ sợ rồi đấy : (
850,Other,rất chi là chờ_đợi 🙄
1163,Sadness,đau bụng vãi hix
29,Fear,từ đầu năm giờ chắc chụp 10 lần rồi huhu sợ quá 😭
303,Disgust,coi video chưa hiểu gì đã làm ầm lên
1102,Enjoyment,"thú_vui mới , thay_vì chọc chó thì ghẹo ngỗng cho nó dí = )"
1491,Disgust,con nhà mất_dạy
430,Other,"bởi_vậy , nên tỏ ra là 1 người không cảm_xúc"
969,Disgust,"tôi kể các bạn nghe 1 chuyện có dính 1 tý với caphe tn : chuyện thế này ba vợ tôi có 1 người bạn rất khó khắn nghèo và đang trốn nợ , ba tôi cho ông chiếc xe_máy củ để đi xe_ôm . vợ_chồng ông bạn này bỏ quê trốn nợ lên tây nguyên làm_công cho nhà_máy caphe tn trong 4 năm_học được nghề làm caphe và sáng_lập caphe tuấn kiệt caphe công_thức y chang tn bán hợp_lý hơn ! ngày_nay ông chủ tuấn kiệt đã là 1 đại_gia có nhà_máy ở sốc trăng , ông ấy đi tìm và trả nợ từng người ơn của mình ! mổi lần ba tôi lên sg ông đều cho xe tới mời ba tôi đi ăn_nhậu ! trong lúc ngà_ngà ông ấy nói "" em chả bao_giờ uống caphe của em làm , tn cũng vậy "" thế đó"
417,Other,cũng muốn có những hành_động đáng yêu nv
216,Disgust,tao chỉ có 1 năm thôi cũng phát ngán lên được . đúng là không đi làm ở nhà mang danh kẻ ăn_bám
330,Other,đây là đồ của thằng này ? hỏi nua không
1688,Anger,dkm bọn này thất_đức thật
291,Anger,"mấy cái thằng này xử bắn hết đi , to xác không lo làm_ăn suốt ngày trộm_cắp"
765,Sadness,ra chỗ khác sóng không tới viết đi cậu : ( nhìn buồn vãi
903,Disgust,gớm . vi_khuẩn vi rút vi_trùng vi lung_tung_beng nấp hết trong đó nhìn nổi da_gà .
318,Enjoyment,ấm_áp vãi .
1336,Disgust,và chúng_nó cũng ngáo hơn lũ con_trai : )
1348,Disgust,không thấy hay_ho gì cả
154,Anger,địt_mẹ . và ở việt_nam chúng_tôi gọi đó là lũ óc chó bán phá_giá đó
1809,Surprise,không hiểu tại_sao bản_thân có_thể chịu_đựng được
792,Other,âu kề . anh thằng này đã béo từ khi lấy vợ và giống như tất_cả các chàng troai khác : )
1057,Sadness,"crush đi nhậu rồi say , rồi bị_thịt . hic hic"
494,Anger,"thôi , không tranh_luận với các ông . thế đi đường gặp thằng nào đỗ_thế này cả nửa ngày , mà tắc đường và gọi nó không được , các ông đừng há mồm ra dume nó nhé . vì nó đúng mà"
1127,Enjoyment,wao . hợp_lí ghe
708,Sadness,trách ai bây_giờ_đây huhu
1708,Enjoyment,1967 mà cụ ông đẹp_trai phong_độ ăn_mặc thời_trang quá : ) )
955,Sadness,nghe bài này đau_lòng quá mà
544,Anger,thằng khốn_nạn
1717,Disgust,thằng lái tàu mua bằng . . con ông cháu cha mới xin vào đây được . bẻ lái lách ra 1 chút thì có sao đâu . cục_súc vãi .
1862,Surprise,bộ phim hấp_dẫn quá
1028,Disgust,nhìn kinh vãi
1258,Anger,"đm tao quăng bể mẹ nó cái màn_hình , chó admin - _ -"
1522,Disgust,ai_bảo đi mách_lẻo làm gì chúng_nó chả đánh cho .
1583,Disgust,"xoá mẹ nó đi , pr cho nó làm gì"
1250,Sadness,"mới_đây mẹ tao giúp tao làm lại giấy khai_sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm "" 😑"
1438,Sadness,"thấy bảo sang năm được tủi , nhưng mà năm nay vẫn chưa có người êu"
711,Sadness,sao bao_nhiêu năm kể từ ngày đó em đã không còn nghe lại nữa : ( (
91,Disgust,mấy thằng vô_học
747,Enjoyment,crush mới thích ảnh tao mà tao đã . nghĩ đến chuyện đặt tên con rồi
808,Enjoyment,chữ tao từ lớp 3 đã kiểu như thế_nào và còn đẹp hơn nhé .
272,Anger,đỉ lol đè chết mẹ đi . hát cái lol
1787,Anger,để con_mẹ mày tiếng bình_thường nghe cho dễ . lại còn làm đéo đéo
